number,CRN,Course,Title,Instructor(s),Times,Credits
1142,12642,COMP 490 008,COMPUTER SCIENCE PROJECTS,"DeLucia, Pat", ,1 TO 4
1143,12698,COMP 490 009,COMPUTER SCIENCE PROJECTS,"Joyner, Mack", ,1 TO 4
1144,12741,COMP 490 010,COMPUTER SCIENCE PROJECTS,"Yao, Vicky", ,1 TO 4
1145,12813,COMP 490 011,COMPUTER SCIENCE PROJECTS,"Myers, Risa B.", ,1 TO 4
1146,12831,COMP 490 012,COMPUTER SCIENCE PROJECTS,"Goldman, Ron", ,1 TO 4
1147,12832,COMP 490 013,COMPUTER SCIENCE PROJECTS,"Mamouras, Konstantinos", ,1 TO 4
1148,12841,COMP 490 014,COMPUTER SCIENCE PROJECTS,"Kyrillidis, Tasos", ,1 TO 4
1149,13616,COMP 490 015,COMPUTER SCIENCE PROJECTS,"Ferreira Flores, Rodrigo", ,1 TO 4
1150,13715,COMP 490 016,COMPUTER SCIENCE PROJECTS,"Unhelkar, Vaibhav", ,1 TO 4
1151,14739,COMP 490 017,COMPUTER SCIENCE PROJECTS,"Hang, Kaiyu", ,1 TO 4
1152,15047,COMP 490 018,COMPUTER SCIENCE PROJECTS,"Byrne, Michael D.", ,1 TO 4
1153,11856,COMP 491 001,COMPUTER SCIENCE TEACHING,"Cox, Alan L.", ,3
1154,10693,COMP 504 001,GR OBJ-ORIENTED PROG & DESIGN,"Joyner, Mack",10:00AM - 10:50AM MWF  ,3
1155,11157,COMP 509 001,ADV LOGIC IN COMPUTER SCIENCE,"Vardi, Moshe Y.",9:25AM - 10:40AM TR  ,4
1156,14667,COMP 510 001,COMPUTER ETHICS,"Ferreira Flores, Rodrigo",4:00PM - 5:15PM TR  ,3
1157,11962,COMP 517 001,ADVANCED OPERATING SYSTEMS,"Dautenhahn, Nathan D.",10:50AM - 12:05PM TR  ,3
1158,15799,COMP 519 002,GENOME-SCALE ALGORITHMS,"Treangen, Todd J.",2:30PM - 3:45PM TR  ,3
1159,15517,COMP 522 001,MULTI-CORE COMPUTING,"Mellor-Crummey, John M.",2:30PM - 3:45PM TR  ,3
1160,15446,COMP 530 001,DATABASE SYSTEM IMPLEMENTATION,"Jermaine, Christopher M.",2:00PM - 2:50PM MWF  ,3 TO 4
1161,11356,COMP 531 001,WEB DEVELOPMENT AND DESIGN,"Joyner, Mack",9:25AM - 10:40AM TR  ,3
1162,13331,COMP 533 001,INTRO TO DATABASE SYSTEMS,"Myers, Risa B.",4:00PM - 5:15PM TR  ,3
1163,13703,COMP 539 001,SOFTWARE ENGINEER METHODOLOGY,"Stolboushkin, Alexei ",4:00PM - 5:15PM TR  ,4
1164,15552,COMP 540 001,STATISTICAL MACHINE LEARNING,"Subramanian, Devika",1:00PM - 2:15PM TR  ,4
1165,11771,COMP 544 001,FUNCTIONAL PROGRAMMING,"Cartwright, Robert S.",9:25AM - 10:40AM TR  ,4
1166,14871,COMP 549 002,DATA SCIENCE PROJECTS,"Barman, ArkoLan, Xinjie",4:00PM - 5:30PM MW ,4
1167,10694,COMP 550 001,ALGORITHMIC ROBOTICS,"Kavraki, Lydia E.Elimelech, Khen",1:00PM - 2:15PM TR  ,4
1168,15017,COMP 552 001,REINFORCEMENT LEARNING,"Unhelkar, Vaibhav",4:00PM - 5:15PM TR  ,3
1169,11710,COMP 554 001,COMPUTER SYSTEMS ARCHITECTURE,"Simar, Ray",10:50AM - 12:05PM TR  ,4
1170,15554,COMP 556 001,INTRO TO COMPUTER NETWORKS,"Ng, T. S. Eugene",9:25AM - 10:40AM TR  ,4
1171,15553,COMP 557 001,ARTIFICIAL INTELLIGENCE,"Subramanian, Devika",9:25AM - 10:40AM TR  ,4
1172,15663,COMP 562 001,ROBOTIC MANIPULATION,"Hang, Kaiyu",4:00PM - 5:15PM MW  ,3
1173,14873,COMP 571 001,BIOINFORMATICS: SEQUENCE,"Ogilvie, Huw A.",4:00PM - 5:15PM MW  ,3
1174,11360,COMP 576 001,INTRODUCTION TO DEEP LEARNING,"Patel, Ankit B.",2:00PM - 4:30PM W  ,3
1175,14290,COMP 580 001,PROBABILISTIC ALGORITHMS AND D,"Shrivastava, Anshumali",2:30PM - 3:45PM TR  ,4
1176,14350,COMP 581 001,AUTOMATA/FORMAL LANG/COMPUTING,"Goldman, Ron",9:25AM - 10:40AM TR  ,3
1177,10682,COMP 582 001,GR DESGN ANALY OF ALGORITHMS,"Braverman, Vladimir",1:00PM - 2:15PM TR  ,3
1178,10055,COMP 590 001,COMPUTER SCIENCE PROJECTS,"Vardi, Moshe Y.",  ,1 TO 4
1179,10874,COMP 590 002,COMPUTER SCIENCE PROJECTS,"Jermaine, Christopher M.",  ,1 TO 4
1180,10875,COMP 590 003,COMPUTER SCIENCE PROJECTS,"Wallach, Dan S.",  ,1 TO 4
1181,10876,COMP 590 004,COMPUTER SCIENCE PROJECTS,"Warren, Joe D.",  ,1 TO 4
1182,10877,COMP 590 005,COMPUTER SCIENCE PROJECTS,"Subramanian, Devika",  ,1 TO 4
1183,10878,COMP 590 006,COMPUTER SCIENCE PROJECTS,"Nakhleh, Luay",  ,1 TO 4
1184,10879,COMP 590 007,COMPUTER SCIENCE PROJECTS,"Wong, Stephen B.",  ,1 TO 4
1185,10880,COMP 590 008,COMPUTER SCIENCE PROJECTS,"Patel, Ankit B.",  ,1 TO 4
1186,10881,COMP 590 009,COMPUTER SCIENCE PROJECTS,"Joyner, Mack",  ,1 TO 4
1187,11217,COMP 590 010,COMPUTER SCIENCE PROJECTS,"Rixner, Scott",  ,1 TO 4
1188,11218,COMP 590 011,COMPUTER SCIENCE PROJECTS,"Baraniuk, Richard G",  ,1 TO 4
1189,11279,COMP 590 012,COMPUTER SCIENCE PROJECTS,"Ng, T. S. Eugene",  ,1 TO 4
1190,11435,COMP 590 013,COMPUTER SCIENCE PROJECTS,"Shrivastava, Anshumali",  ,1 TO 4
1191,11509,COMP 590 014,COMPUTER SCIENCE PROJECTS,"Cartwright, Robert S.",  ,1 TO 4
1192,11535,COMP 590 015,COMPUTER SCIENCE PROJECTS,"Palem, Krishna V.",  ,1 TO 4
1193,11727,COMP 590 016,COMPUTER SCIENCE PROJECTS,"Cox, Alan L.",  ,1 TO 4
1194,11844,COMP 590 017,"RVR:RISCV PCB,FPGA,DSP,ML,LLVM","Simar, Ray",  ,1 TO 4
1195,12016,COMP 590 018,COMPUTER SCIENCE PROJECTS,"Myers, Risa B.",  ,1 TO 4
1196,12093,COMP 590 019,COMPUTER SCIENCE PROJECTS,"Treangen, Todd J.",  ,1 TO 4
1197,12094,COMP 590 020,COMPUTER SCIENCE PROJECTS,"Mamouras, Konstantinos",  ,1 TO 4
1198,12095,COMP 590 021,COMPUTER SCIENCE PROJECTS,"Dautenhahn, Nathan D.",  ,1 TO 4
1199,12096,COMP 590 022,COMPUTER SCIENCE PROJECTS,"Kyrillidis, Tasos",  ,1 TO 4
1200,12625,COMP 590 023,COMPUTER SCIENCE PROJECTS,"Chen, Ang",  ,1 TO 4
1201,12714,COMP 590 024,COMPUTER SCIENCE PROJECTS,"Unhelkar, Vaibhav",  ,1 TO 4
1202,12751,COMP 590 025,COMPUTER SCIENCE PROJECTS,"Yao, Vicky",  ,1 TO 4
1203,13788,COMP 590 026,COMPUTER SCIENCE PROJECTS,"Lopes da Silva, Arlei",  ,1 TO 4
1204,13794,COMP 590 027,COMPUTER SCIENCE PROJECTS,"Hang, Kaiyu",  ,1 TO 4
1205,13795,COMP 590 028,COMPUTER SCIENCE PROJECTS,"Hu, Ben",  ,1 TO 4
1206,13806,COMP 590 029,COMPUTER SCIENCE PROJECTS,"Ordonez Roman, Vicente",  ,1 TO 4
1207,15031,COMP 590 031,COMPUTER SCIENCE PROJECTS,"Ogilvie, Huw A.",  ,1 TO 4
1208,15059,COMP 590 032,COMPUTER SCIENCE PROJECTS,"Braverman, Vladimir", ,1 TO 4
1209,15087,COMP 590 033,COMPUTER SCIENCE PROJECTS,"Goldman, Ron",  ,1 TO 4
1210,10713,COMP 591 001,GRAD COMPUTER SCIENCE TEACHING,"Schreib, Rebecca J.",  ,3
1211,10232,COMP 600 001,GRADUATE SEMINAR,"Volz, Tracy M.",12:00PM - 12:50PM M  ,1
1212,15705,COMP 602 001,NEURAL MACHINE LEARNING II,"Merenyi, Erzsebet",4:00PM - 5:15PM TR  ,3
1213,14425,COMP 603 001,AI ETHICS,"Ferreira Flores, Rodrigo",4:00PM - 5:15PM M  ,1
1214,14219,COMP 610 901,SOFTWARE CONSTRUCTION,"Straach, Janell",  ,3
1215,12689,COMP 614 001,PROGRAMMING FOR DATA SCIENCE,"Cox, Alan L.",4:00PM - 5:15PM MW  ,3
1216,13402,COMP 614 901,PROGRAMMING FOR DATA SCIENCE,,  ,3
1217,12875,COMP 621 901,SYSTEMS SOFTWARE,"Greiner, John D.",  ,3
1218,12877,COMP 628 901,CYBERSECURITY,"Straach, Janell",  ,3
1219,15060,COMP 628 902,CYBERSECURITY,"Straach, Janell",  ,3
1220,11908,COMP 630 901,DATABASES,"Greiner, John D.",  ,3
1221,12017,COMP 640 001,GR SEM IN MACHINE LEARNING,"Hu, Ben",3:00PM - 3:50PM W  ,1 TO 3
1222,13780,COMP 640 002,GR SEM IN MACHINE LEARNING,"Lopes da Silva, Arlei",2:00PM - 2:50PM M  ,1 TO 3
1223,12600,COMP 642 901,MACHINE LEARNING,"Straach, Janell",  ,3
1224,14674,COMP 647 901,DEEP LEARNING,"Barman, Arko",  ,3
1225,14915,COMP 648 001,COMPUTER VISION SEMINAR,"Ordonez Roman, Vicente",4:00PM - 5:15PM T  ,1
1226,15051,COMP 649 001,QUANTUM COMPUTING SEMINAR,"Chia, Nai-Hui",3:00PM - 4:15PM F  ,1
1227,15810,COMP 652 901,NATURAL LANGUAGE PROCESSING,"Lan, Xinjie",  ,3
1228,12166,COMP 665 901,DATA VISUALIZATION,"Orooji, Marmar",  ,3
1229,12598,COMP 680 001,STATS COMPUTING DATA SCIENCE,"Chen, Su",2:00PM - 3:15PM MW  ,3
1230,14267,COMP 680 002,STATS COMPUTING DATA SCIENCE,"Chen, Su",2:00PM - 3:15PM MW  ,3
1231,12168,COMP 680 901,STATS COMPUTING DATA SCIENCE,"Ore Monago, Tilsa G.",  ,3
1232,11909,COMP 682 901,ALGORITHMS,"Fagan, Mike",  ,3
1233,10008,COMP 690 001,RESEARCH AND THESIS,"Palem, Krishna V.",  ,1 TO 12
1234,10871,COMP 690 002,RESEARCH AND THESIS,"Kavraki, Lydia E.",  ,1 TO 12
1235,10872,COMP 690 003,RESEARCH AND THESIS,"Ng, T. S. Eugene",  ,1 TO 12
1236,10873,COMP 690 004,RESEARCH AND THESIS,"Nakhleh, Luay",  ,1 TO 12
1237,11802,COMP 690 005,"RVR:RISCV PCB,FPGA,DSP,ML,LLVM","Simar, Ray",  ,1 TO 12
1238,10009,COMP 800 001,GRADUATE RESEARCH,"Sarkar, Vivek",  ,1 TO 15
1239,10885,COMP 800 002,GRADUATE RESEARCH,"Cox, Alan L.",  ,1 TO 15
1240,10886,COMP 800 003,GRADUATE RESEARCH,"Jermaine, Christopher M.",  ,1 TO 15
1241,10887,COMP 800 004,GRADUATE RESEARCH,"Wallach, Dan S.",  ,1 TO 15
1242,10888,COMP 800 005,GRADUATE RESEARCH,"Johnson, Dave",  ,1 TO 15
1243,10889,COMP 800 006,GRADUATE RESEARCH,"Ng, T. S. Eugene",  ,1 TO 15
1244,10890,COMP 800 007,GRADUATE RESEARCH,"Warren, Joe D.",  ,1 TO 15
1245,10891,COMP 800 008,GRADUATE RESEARCH,"Mellor-Crummey, John M.", ,1 TO 15
1246,10892,COMP 800 009,GRADUATE RESEARCH,"Cooper, Keith D.",  ,1 TO 15
1247,10893,COMP 800 010,GRADUATE RESEARCH,"Zhong, Lin",  ,1 TO 15
1248,10894,COMP 800 011,GRADUATE RESEARCH,"Nakhleh, Luay",  ,1 TO 15
1249,10895,COMP 800 012,GRADUATE RESEARCH,"Kavraki, Lydia E.",  ,1 TO 15
1250,10896,COMP 800 013,GRADUATE RESEARCH,"Vardi, Moshe Y.",  ,1 TO 15
1251,10897,COMP 800 014,GRADUATE RESEARCH,"Cartwright, Robert S.",  ,1 TO 15
1252,10898,COMP 800 015,GRADUATE RESEARCH,"Goldman, Ron",  ,1 TO 15
1253,10899,COMP 800 016,GRADUATE RESEARCH,"Rixner, Scott",  ,1 TO 15
1254,10900,COMP 800 017,GRADUATE RESEARCH,"Unhelkar, Vaibhav",  ,1 TO 15
1255,11438,COMP 800 018,GRADUATE RESEARCH,"Shrivastava, Anshumali",  ,1 TO 15
1256,11447,COMP 800 019,GRADUATE RESEARCH,"Varman, Peter J.",  ,1 TO 15
1257,11448,COMP 800 020,GRADUATE RESEARCH,"Palem, Krishna V.",  ,1 TO 15
1258,11539,COMP 800 021,GRADUATE RESEARCH,"Subramanian, Devika",  ,1 TO 15
1259,11540,COMP 800 022,GRADUATE RESEARCH,"Chen, Ang",  ,1 TO 15
1260,11544,COMP 800 023,GRADUATE RESEARCH,"Patel, Ankit B.",  ,1 TO 15
1261,11845,COMP 800 024,GRADUATE RESEARCH,"Kyrillidis, Tasos",  ,1 TO 15
1262,11846,COMP 800 025,GRADUATE RESEARCH,"Mamouras, Konstantinos",  ,1 TO 15
1263,11848,COMP 800 026,GRADUATE RESEARCH,"Treangen, Todd J.",  ,1 TO 15
1264,11849,COMP 800 027,GRADUATE RESEARCH,"Dautenhahn, Nathan D.",  ,1 TO 15
1265,11851,COMP 800 028,GRADUATE RESEARCH,"Budimlic, Zoran",  ,1 TO 15
1266,12626,COMP 800 029,GRADUATE RESEARCH,"Pitkow, Xaq",  ,1 TO 15
1267,12752,COMP 800 030,GRADUATE RESEARCH,"Yao, Vicky",  ,1 TO 15
1268,13787,COMP 800 031,GRADUATE RESEARCH,"Lopes da Silva, Arlei",  ,1 TO 15
1269,13786,COMP 800 032,GRADUATE RESEARCH,"Hang, Kaiyu",  ,1 TO 15
1270,13785,COMP 800 033,GRADUATE RESEARCH,"Hu, Ben",  ,1 TO 15
1271,13793,COMP 800 034,GRADUATE RESEARCH,"Phillips, George N.",  ,1 TO 15
1272,13805,COMP 800 035,GRADUATE RESEARCH,"Ordonez Roman, Vicente",  ,1 TO 15
1273,15032,COMP 800 036,GRADUATE RESEARCH,"Ogilvie, Huw A.",  ,1 TO 15
1274,15058,COMP 800 037,GRADUATE RESEARCH,"Braverman, Vladimir", ,1 TO 15
1275,14692,CSCI 299 001,EXPERIENTIAL EDUC IN COGSCI,"Moore, Bart", ,1
1276,12802,CSCI 340 001,METHODS OF COGNITIVE SCIENCE,"Moore, Bart",10:50AM - 12:05PM TR ,3
1277,10206,CSCI 390 001,SUPERV RESRCH COGNITIVE SCI,"Moore, Bart", ,1 TO 3
1278,10207,CSCI 481 001,HONORS PROJECT,"Moore, Bart", ,1 TO 3
1279,12785,DSCI 101 001,INTRO TO DATA SCIENCE,"Chen, Su",4:00PM - 5:15PM MW 4:00PM - 6:00PM T ,3
1280,11913,DSCI 301 001,STATISTICS FOR DATA SCIENCE,"Guerra, Rudy",2:30PM - 3:45PM TR 7:00PM - 8:30PM T ,4
1281,11914,DSCI 301 002,STATISTICS FOR DATA SCIENCE,"Guerra, Rudy",2:30PM - 3:45PM TR 7:00PM - 8:30PM R ,4
1282,14613,DSCI 303 002,MACHINE LEARNING FOR DS,"Orchard, Michael T.",1:00PM - 2:15PM TR ,3
1283,12169,DSCI 304 001,DATA VISUALIZATION,"Perry, Steven G.",9:25AM - 10:40AM TR ,3
1284,12170,DSCI 304 002,DATA VISUALIZATION,"Perry, Steven G.",10:50AM - 12:05PM TR ,3
1285,14510,DSCI 305 002,"DATA, ETHICS, AND SOCIETY","Petrick, Elizabeth R.",10:50AM - 12:05PM TR ,3
1286,14866,DSCI 435 002,DATA SCIENCE PROJECTS,"Barman, ArkoLan, Xinjie",4:00PM - 5:30PM MW ,4
1287,14869,DSCI 535 002,DATA SCIENCE PROJECTS,"Barman, ArkoLan, Xinjie",4:00PM - 5:30PM MW ,4
1288,10314,DSRT 999 0F1,DISSERTATION/THESIS SUBMISSION,"Matsuda, Seiichi P.",  ,0
1289,10633,ECON 100 001,PRINCIPLES OF ECONOMICS,"DeNicco, James P.",10:50AM - 12:05PM TR ,3
1290,12878,ECON 100 002,PRINCIPLES OF ECONOMICS,"DeNicco, James P.",1:00PM - 2:15PM TR ,3
1291,12879,ECON 100 003,PRINCIPLES OF ECONOMICS,"DeNicco, James P.",2:00PM - 3:15PM MW ,3
